artist,title,album,lyrics,explicit,explict,Artist,Title,Album,Lyrics
Mc Troia,Olha pra Trás e Joga,Olha pra Trás e Joga,"Mc Troinha
Então vai!
É o brabo de Recife

E ela chegou, dançou, o brega parou
Muita apelação, atenção do DJ chamou
Que menina é essa? Safadinha, ela provoca
Que menina é essa? Safadinha, ela provoca

Olha pra trás e joga, joga, joga
Joga, joga, joga, joga
Olha pra trás e joga, joga, joga
Joga, joga, joga

Vai devagarinho até embaixo
Joga, joga
Vai devagarinho até embaixo
Joga, joga

Vai devagarinho até embaixo, baixo
Vai de-, vai de-, vai, vai
Vai devagarinho até embaixo
Joga, joga

Vai devagarinho até embaixo
Joga, joga
Vai devagarinho até embaixo
Joga

Olha pra trás e joga, joga, joga
Olha pra trás e joga, joga, joga

Gostei dessa
Dá pra ver porque é malandro
Tá mesmo, bota o que ninguém sabe

E é mais uma do John Johnis
Não, não, não tem jeito

E ela chegou, dançou, o brega parou
Muita apelação, atenção do DJ chamou
Que menina é essa? Safadinha, ela provoca
Que menina é essa? Safadinha, ela provoca

Olha pra trás e joga, joga, joga
Joga, joga, joga, joga
Olha pra trás e joga, joga, joga
Joga, joga, joga

Vai devagarinho até embaixo
Joga, joga
Vai devagarinho até embaixo
Joga, joga

Vai devagarinho até embaixo, baixo
Vai de-, vai de-, vai, vai
Vai devagarinho até embaixo
Joga, joga

Vai devagarinho até embaixo
Joga, joga
Vai devagarinho até embaixo
Joga

Olha pra trás e joga, joga, joga
Olha pra trás e joga, joga, joga

Gostei dessa
Dá pra ver porque é malandro
Tá mesmo, bota o que ninguém sabe

E é mais uma do John Johnis
Não, não, não tem jeito",True,,,,,
Sidoka,Fodas Hoje É Quinta '^,Espelho Infinito '^,"Então, cuidado com onde vai, cuidado de onde vem
Sabe, sabe, sabe, sabe, sabe pra até onde tem, pra onde vai

Foda-se, hoje é quinta, eu vou pra rua, ela ligou
Wow, wow
Todas essas droga dessa mesa nós tomou
Wow, wow
Jogo whisky nela e foi nós que te tirou
Wow, wow
Acho que eu perdi minha ziplock quando nós tomou
Wow

Minha ziplock igual Taser dando choque
Nós mazoca e dá ibope, escolhe tudo desse shopping (Escolhe tudo)
Compro uma jarra cheia de bala e distribuo
Como se fosse a mágoa, como se fosse um mago, tu, tu, tu
Uh, caralho, a visão foi, ela me chama, eu falo: ""oi""
Seu namorado é um boi, ela pelada de aliança
E a culpa é sua que não cansa
De errar no mesmo erro e ela tá baforando lança
Woo, Doka, Zemaru (uh), passei de nave no mafu
Pagaram caro nessa moça pra falar que tem mulher
Sei por quê que ela te quer e comigo eu sei também
No seu caso ela é dinheiro e comigo fama também
Cê acha que cê tá passando, mas tá não (tá não)
Novinha linda, eu tô no canto palmeando seu botão
E se perguntar de mim, olha o cartaz que tá no poste
Cuidado, Sidoka procurado (prr), ah, yeah

Foda-se, hoje é quinta, eu vou pra rua, ela ligou
Wow-wow, wow-wow
Todas essas droga dessa mesa nós tomou
Wow-wow, wow-wow
Jogo whisky nela e foi nós que te tirou
Wow-wow, wow-wow
Wow-wow, wow-wow
Acho que eu perdi minha ziplock quando nós tomou
Wow (uh, uh), wow

Então, cuidado com onde vai, cuidado de onde vem
Sabe, sabe, sabe, sabe, sabe pra até onde tem, pra onde vai

Wow, wow
Criminosa à solta, gosta do que é valioso
Wow, wow
Se eu não dou atenção pro ego dela, é monstruoso
Corpo do caralho, tudo isso é valioso
Vem beber com nós, o meu apelido é alvoroço
Wow, wow
Zemaru invoca tudo de bom e gostoso
Ela pede de novo, ela quer meus ovo
É a tropa do foda-se, é a tropa do foda-se
Agora decidiu, tudo ou nada, tanto faz, nós brilha
É a tropa do foda-se), é a tropa do foda-se
MG, 035, 031, 035, 031
Ela quer ficar louca, ela quer se drogar
Ela quer se drogar, ela quer se drogar
Ela quer sentar, sentar, sentar, ela quer sentar, sentar, sentar
Ela quer ficar louca
Só não pode dar trabalho pros irmão
Então vai, rebola esse bundão
Pra lá e pra cá, pra lá e pra cá
Pra lá e pra cá, pra lá e pra cá
Pra lá e pra cá que eu vou
Segura os ouro, se eu partir, cê sabe que lutou
É V de VLONE, MVP, Intactoz
Não adianta, o choro desde sempre foi impacto

Então, cuidado com onde vai, cuidado de onde vem
Sabe, sabe, sabe, sabe, sabe pra até onde tem, pra onde vai

Foda-se, hoje é quinta, eu vou pra rua, ela ligou
Wow-wow, wow-wow
Todas essas droga dessa mesa nós tomou
Wow-wow, wow-wow
Jogo whisky nela e foi nós que te tirou
Wow-wow, wow-wow
Wow-wow, wow-wow
Acho que eu perdi minha ziplock quando nós tomou
Wow (uh, uh), wow-wow",True,,,,,
MC Hariel,1ESPERTO E 1OTÁRIO,ALMA IMORTAL,"E todo dia sai pra rua um esperto e um otario
Nesse ditado a sociedade se forma
Uns gostam de enganar, e outros de ser enganado

Na situação que eu me encontro eu me pergunto
Se o problema é invisível ou se o mundo tá perdido?
Se a causa é impossível ou o inimigo é imbatível?
Só sei que o ser humano é memo um bicho imprevisível
Do sonho da mansão com piscina e com um conversível
Vários se converteram em um mal irreversível
De ver cifrão nos olhos de um ser humano é triste
E acontece sempre e eu penso
Como isso é possível?
Mas enquanto alguns choram, tem uns pra vender lenço
E quem causou o choro, tá ganhando dos dois lados
E quando a casa alaga? E a lama soterra?
Me diz quem nesse caso é o esperto e quem é o otário
Dinheiro engana muitos, inclusive quem ganha
E acha que essa porra vai trazer uma segurança
A minha parte eu quero e se não for honestamente
Pra mim aí já não serve, entendeu?
Passo pra frente
A minha vida eu sigo sem alimentar a luxúria
Sem boi pra patifaria, sem pé pra filha da puta
Ambição
Mata um montão por uma etiqueta legítima
Desse mal não vou ser uma vítima

Mesmo que a chuva caia, tenho fé que o sol vai chegar
Pra aquecer, iluminar todos que tão precisando de luz pra continuar

Mesmo que a chuva caia, tenho fé que o sol vai chegar
Pra aquecer, iluminar todos que tão precisando de luz pra continuar

Mesmo que a chuva caia, tenho fé que o sol vai chegar
Pra aquecer, iluminar todos que tão precisando de luz pra continuar

Mesmo que a chuva caia, tenho fé que o sol vai chegar
Pra aquecer, iluminar todos que tão precisando de luz pra continuar

Sendo assim, cuidado com as vontades que o seu corpo te impõe
Dá uma atenção à necessidade que a sua alma pede
Aquele que não consegue controlar seus impulsos
É refém de si próprio",False,,,,,
Projota,A Garota Que Sabia Voar,Falando de Amor,"Essa é a história da garota que sabia voar
Subia acima das nuvens pra ver o sol nascer
Voou por todos os continentes pra tentar se encontrar
Dormiu na calda de um cometa pra tentar se esquecer

E hoje ela só quer se perder

E quando o mundo adormece, ela acorda
E sonhando acordada, ela dorme
E quando ela dança, tem algo a dizer
E essa vida é tão louca e tão breve
Mas ela tão solta e tão leve
Esse mundo tão óbvio que não serve a você

Ela escreveu sua própria história rabiscando o céu
Girava em volta do planeta como um carrossel
E viu sentada lá no topo de um arranha-céu
Que a gravidade não é lei

E se despiu do medo pra enxergar a vida nua
Botou seu fone no ouvido e foi viver na rua
E com sprays de todas cores grafitou na lua
Me encontrei

Essa é a história da garota que sabia voar
Subiu acima das nuvens pra ver o sol nascer
Voou por todos os continentes pra tentar se encontrar
Dormiu na calda de um cometa pra tentar se esquecer

E hoje ela só quer se perder

Ela acorda toda noite às 4 da matina
Toma um café lá em Madri só pra quebrar a rotina
Ela odeia aquela voz que fala ""pára, mina""
Não é a prancha, nem é o pé, ela é parafina
Se ela tiver um novo plano, ela nem vai te avisar
Já tá em outro lugar, vivendo nas alturas
Sem âncora, sem freio, adrenalina pura
Não é a mão, nem o piano, é a tablatura

E essas nuvens alcancei, cansei
De ver tudo tão longe e talvez
Num planeta distante, eu entenda vocês
E essas nuvens alcancei, cansei
De ver tudo tão longe e talvez
Num futuro distante, eu surpreenda vocês

Essa é a história da garota que sabia voar
Subiu acima das nuvens pra ver o sol nascer
Voou por todos os continentes pra tentar se encontrar
Dormiu na calda de um cometa pra tentar se esquecer

E hoje ela só quer se perder",False,,,,,
Raimundos,Importada do Interior,Cantigas de Roda,"Importada do interior
Ela chegou em boa hora e com saúde já dizia o doutor
E os biquin' naquela blusa já pulando pra fora
Deu vontade de morder, mas e a dor?

Ela falou que queria me ver
Que tava vindo pra cá
Pra rodar e tudo acontecer
Virei jumento

Lombo curvado, esfolado
Ela é teúda no grau e é graúda no pau
Santo remédio

Toda noite vou estalar teu rabo
Deixar quente em frangalho
Vou deixar desembeiçado até o olho piscar
Passei unguento

Bom saber (o que ela faz)
Pressão na panela e goela na minha jeba é o que me faz crescer
Bom saber
Lavada na tigela, enxugada na flanela, vai

Dona Florzinha, a vizinha de baixo
Viu o teto tremer e danou-se a correr
Ó, o terremoto

Correu tanto que molhou a ricota
Olhou pra Nossa Senhora
Prometeu dar esmola, mas queria tá lá

Cena de filme quando aquela bunda linda se virou pra mim
Pele corada, esticada, rica em ferro e que bumbum lizim
Virou os olhos quando eu fui até o fim

Bom saber (que ela faz)
Pressão na panela e goela na minha jeba é o que me faz crescer
Bom saber
Lavada na tigela, eu, ela e a irmã dela, vai",True,,,,,
Mc Pedrinho,Medley 2024,PXP,"Caralho, mano
R7, eu sinto que o Brasil todo tá com saudade disso
Então

R7, então, manda putaria pras cretina
Que gosta de dar uma sentada em cima da minha pica
Que gosta de escorregar em cima da minha pica
Que gosta de dar uma sen, dar uma sen
Dar uma sen, dar uma sen
Dar uma sen, dar uma sen
Dar uma sentada em cima da minha pica

Que gosta de escorregar em cima da minha pica
Que gosta de dar uma sentada em cima da minha pica
Que gosta de escorregar em cima da minha pica
Que gosta de dar uma sentada em cima da minha pica

R7, então, manda pas cretina dessa vida
Que gosta de dar uma sentada em cima da minha pica
Que gosta de escorregar em cima da minha pica

E cadê essas princesa que no baile fica meiga?
E cadê essas princesa que no baile fica meiga?
É só você abrir as perna
Chama as amiga pa' vim com a buceta

É só você abrir as perna
Chama as amiga pa' vim com a buceta
É só você abrir as perna
Chama as amiga pa' vim com a buceta
Pa' vim com a buceta

Baforou, sentou
Um trago, uma mamada
Baforou, sentou
Pro R7 uma mamada

Olha, novinha, tu senta na vara
Olha, novinha, tu senta gostoso
Olha, novinha, tu quica por cima
Rebola, bate em cima do ovo

Olha, novinha, tu quica por cima
Rebola, bate em cima do ovo
Olha, novinha, tu quica por cima
Rebola, bate em cima do ovo

Dom, dom, dom, dom, dom, dom, dom
Eu 'tava com R7 escutando aquele som
Dom, dom, dom, dom, dom, dom, dom
Vi logo uma novinha que faz um boquete bom

Dom, dom, dom, dom, dom, dom, dom
Ajoelha, se prepara e faz um boquete bom
Ajoelha, se prepara e faz um boquete bom, vem
Dom, dom, dom, dom, dom, dom, dom
Ajoelha, se prepara e faz um boquete bom
Ajoelha, se prepara e faz um boquete bom

R7, na moral
As novinha tão diferente
Tão sensacional

Novinha, tu tá sensacional
Novinha, tá diferente demais
Cai, cai, cai com a buceta pra frente
Cai com a buceta pra trás
Cai com a buceta pra frente
R7 gosta demais

Cai com a buceta pra frente
Cai com a buceta pra trás
Cai com a buceta pra frente
Que os muleque tá que tá

Hit do verão
Que as novinha vai se amarrar
Hit do verão
Que as novinha vai se amarrar

Tua boca secou
Você tá com calor
Minha piroca vai te refrescar
Não, não, não, não

Tua boca secou
Você tá com calor
R7 vai te refrescar
Tua boca secou
Você tá com calor
R7 vai te refrescar

A novinha toda meiga
A novinha toda meiga
Foi sentar pro R7
Começou a ver

A novinha é toda meiga
A novinha toda meiga
Qual é? Caralho
Quiser botar, ahn

A novinha toda meiga
A novinha toda meiga
Foi sentar pro R7
Começou a ver

Elas me sarraram
Deixaram com a pica dura
Elas me sarraram
Deixaram com a pica dura

Hoje eu quero foder bem maneiro
Com quatro, com cinco fazer uma suruba
Hoje, eu quero foder bem maneiro
Com quatro, com cinco, fazer uma suruba

Elas me deixaram na ponta dos pés
Elas me deixaram na ponta dos pés
Hoje eu quero foder bem maneiro
Com quatro, com cinco, com oito, com dez
Hoje, eu quero foder bem maneiro
Com quatro, com cinco, oito, com dez

Hoje, eu quero foder",True,,,,,
Tiago Iorc,Amei Te Ver (Ao Vivo),Acústico MTV Tiago Iorc (Ao Vivo),"Ah
Quase ninguém vê
Quanto mais o tempo passa
Mais aumenta a graça em te ver, ê!

Ah
E sai sem eu dizer
Tem mais do que te mostro
Não escondo o quanto gosto de você
Ê-ê, iê-ê

O coração dispara
Tropeça, quase para
Me encaixo no teu cheiro
E ali me deixo inteiro

Eu amei te ver
Eu amei te ver
Eu amei te ver

Eu amei te ver
Eu amei te ver
Eu amei te ver

Ah, ah
Quase ninguém vê
Quanto mais aumenta a graça
Mais o tempo passa por você
Iê-ê

Ah
E sai sem eu dizer
O tanto que eu gosto
Me desmancho quando encosto em você
Iê, iê-ê

O coração dispara
Tropeça, quase para
Me encaixo no teu cheiro
E ali me deixo inteiro

Eu amei te ver
Eu amei te ver
Eu amei te ver

Eu amei te ver
Eu amei te ver
Eu amei te ver

O coração dispara
Tropeça, quase para
Me enlaço no teu beijo
Abraço teu desejo

A mão ampara a calma
Encosta lá na alma
E o corpo vai sem medo
Descasca teu segredo

Da boca sai: Não para
É o coração que fala
O laço é certeiro
Metades por inteiro

Não vou voltar tão cedo
Mas vou voltar porque eu amei te ver
Eu amei te ver
Eu amei te ver

Eu amei te ver
Eu amei te ver
Eu amei te ver

Eu amei te ver
Eu amei te ver
Eu amei te ver

Eu amei te ver
Eu amei te ver
Eu amei te ver",False,,,,,
Mc Lan,To gozando,To gozando,"Tô gozando, tô gozando... Tô gozando, ai, oh

Ela sentou com muita força e machucou o piru do pai
Piru do pai, piru do...
Ai, ai, ai, ai, ai, ai, ai, meu carai
Ai, ai, ai, ai, ai, ai, ai, meu carai
Ai, ai, ai, ai, ai, ai, ai, meu carai

Ai, ai, xerequinha, ai, ai, aqui tá bom
Ai, ai, xerequinha, ai, ai, aqui tá bom
Flexiona a xereca garota na piroca do teu maridão
Flexiona a xereca garota na piroca do teu maridão
Ai, ai, xerequinha, ai, ai, aqui tá bom
Ai, ai, xerequinha, ai, ai, aqui tá bom
Flexiona a xereca garota na piroca do teu maridão
Flexiona a xereca garota na piroca do teu maridão

Coloca a xereca em mim que eu boto meu piru em tu
Coloca a xereca em mim que eu boto meu piru em tu
Vou socar na tua buceta depois vou socar no cu
Vou socar na tua buceta e depois, e depois
(Tô gozando, tô gozando... Tô gozando, ai, oh)",True,,,,,
MC Hariel,Vai Embora Não,1 Beat 1 Letra,"Então não vai embora não
Que eu tô te querendo
A mente ficou a milhão
Porque tá te vendo

E como é linda essa visão
Tá entendendo
Só não vai embora não
Vai embora não

Então não vai embora não
Que eu tô te querendo
A mente ficou a milhão
Porque tá te vendo

E como é linda essa visão
Tá entendendo
Então não vai embora não
Não vai embora não

Desligou seu celular
E me fez pensar
Que na chamada perdida
Um dia cê não vai mais me achar

Ou talvez me encontrar
Cê quis me abandonar
Atravessei a tempestade
Até o sol raiar

Pra talvez
Numa interurbana
Eu encontrar realmente
Uma louca que me ama

Ou que dê uma atenção
Que você já não dá mais
Essa palavra engana
Amor é o carai

Mas só não vai embora não
Que eu tô te querendo
A mente ficou a milhão
Porque tá te vendo

E como é linda essa visão
Tá entendendo
Só não vai embora não
Não vai embora não

Então não vai embora não
Que eu tô te querendo
A mente ficou a milhão
Porque tá te vendo

E como é linda essa visão
Tá entendendo
Só não vai embora não
Não vai embora não

Porque
Hoje eu vou pegar
Pra macetar bandida
Sem ressentimento
Que rancor é brisa

Só que eu te conheço
Então rebola bem
Já te quis de mais
E você só desfez

Vai tomar tapa no rabão
Pra ver que o mundo roda
Vai ter que mostrar sucção
Com essa boca nervosa

Sua marra
Vai cair toda agora
E cara de quem não queria
Vira cara de gulosa

Então não vai embora não
Que eu tô te querendo
A mente ficou a milhão
Porque tá te vendo

E como é linda essa visão
Tá entendendo
Não vai embora não

Então não vai embora não
Que eu tô te querendo
A mente ficou a milhão
Porque tá te vendo

E como é linda essa visão
Tá entendendo
Só não vai embora não
Então não vai embora não
Então não vai embora não

Tô te querendo
A mente ficou a milhão
Porque tá te vendo

E como é linda essa visão
Tá entendendo
Então não vai embora não
Então não vai embora não
Êe ôo",False,,,,,
Xamã,Eu Sei o Que Vocês Fizeram no Verão Passado,O Iluminado,"E voltamos Rádio Baguá, a rádio que tem a cara do Rio
Fazem 44 graus em São Conrado

Alô?
""Alô, alô
É, quero pedir um açaí com amendoim 'cocrante'
Sem leite ninho""

Ô, meu amigo, isso aqui é uma rádio rock
Como é que é o seu nome?
""Meu nome é Edson, Edson, Edson Tentação de Madureira
Já ouviu falar?""

Ô, nunca ouvi falar, Edson
Tô vendo que você faz sucesso com as mulheres
""Tá ligado, acho que deve ser meu o bigode Chevette""
Edson Tentação, aproveita que cê tá aí
Quer pedir uma música de rock pra essa galera?

""Ih, rock'n'roll, meu tio se amarra
Ele até tinha uma banda chamada Batatas Assassinas
Mas aí o baterista morreu
E aí nós tá fazendo agora uma banda, chamada Malditas Aranhas
Quero pedir aí, uma Malditas Aranhas, tá ligado?
E vamo que vamo
É, sabe o número do açaí não, chefe?""
Não, num sei, num sei, num sei
A produção vai entrar em contato com você

E agora vem mais aí, vem mais aí
Vem bastante rock'n'roll, aí
Quem quer rock pode vir
Com vocês, Malditas Aranhas
Um oferecimento Tião do Caminhão e CMK Music
Vem pra cá",False,,,,,
Ivete Sangalo,Sá Marina,Ivete Sangalo,"Descendo a rua da ladeira só quem viu que pode contar
Cheirando a flor de laranjeira Sá Marina vem pra cantar
De saia branca costumeira gira o sol que parou pra olhar
Com seu jeitinho tão faceira fez o povo inteiro cantar

Roda pela vida afora
E põe pra fora essa alegria
Dança que amanhece o dia pra se cantar
Dança que essa gente aflita
Se agita e segue, no seu passo
Mostra toda essa poesia no olhar

Descendo a rua da ladeira só quem viu que pode contar
Cheirando a flor de laranjeira Sá Marina vem pra cantar
De saia branca costumeira gira o sol que parou pra olhar
Com seu jeitinho tão faceira fez o povo inteiro cantar

E fez o povo inteiro cantar
E fez o povo inteiro cantar
E fez o povo inteiro cantar
E fez o povo inteiro cantar

Roda pela vida afora
E põe pra fora, essa alegria
Dança que amanhece o dia pra se cantar
Dança que essa gente aflita
Se agita e segue, no seu passo
Mostra toda essa poesia no olhar

Deixando os versos na partida e só cantigas pra se cantar
Naquela tarde de domingo fez o povo inteiro cantar

E fez o povo inteiro cantar
E fez o povo inteiro cantar
E fez o povo inteiro cantar
E fez o povo inteiro cantar

Fez o povo cantar
E fez o povo cantar",False,,,,,
Tiago Iorc,Sol Que Faltava (Ao Vivo),Troco Likes ao Vivo,"Quando foi, quando foi
A última vez que você
Saiu sem ninguém notar
Sem ninguém te reparar

Onde foi, onde foi
A última vez que você se deixou
Livre, sem se retocar
Sem se instagramear

É, é, é, era só o começo ou uma coisa boba
Era só para se mostrar

E no mar de tanta indiferença
Era o sol que me faltava
Era o sol que me faltava

Onde foi, quando foi
A última vez que você
Quis escutar, silenciar

Onde foi, onde foi
A última vez que o instante
Deixou se fotografar
No teu olhar

E no mar de tanta indiferença
Era o sol que me faltava
Era o sol que me faltava

E no mar de tanta indiferença
Era o sol que me faltava
Era o sol que me faltava

E no mar de tanta indiferença
Era o sol que me faltava
Era o sol que me faltava

E o mar de tanta indiferença
Era o sol que me faltava
Era o sol que me faltava

E no mar de tanta indiferença
Era o sol que me faltava
Era o sol, era o sol...",False,,,,,
Rashid,Todo Dia,Tão Real - Temp. 1,"Why, why, why, why, why, yeah, yeah (Yeah)
Rashid
What more you like see la C.A.
Skeeter
Dada Yute!
Faya!

Luto todo dia, preto é luto todo dia
Se eu não pego a minha caneta e junto rima e melodia
Luto todo dia, preta é luto todo dia
Mais um que se foi, quem avisa sua tia?

Essa filosofia branca que destrói
Entra na rede sanguínea e te corrói
Feliz quando me veem andando de Caloi
Preto fodido de carro, chamam de boy

Pesado nas linha, onde a censura ameaça
A volta e a desesperança fez um monte dos nosso reaça
Em meio à nuvem de fumaça e efeito moral de uma falsa moral
Seca o choro na bandeira enquanto nossas lágrimas regam o seu laranjal

Uau! Extra, extra! Um preto foi morto no Extra
O preço é alto pra nós; foi liquidação, mas o boy contesta
Os memo' que celebra escravidão com festa
Faz piada com Mbappé
E depois se desculpa
Do alto do seu privilégio, que ele não aceita ter

Relações digitais, só as contas são pessoais
Cada um olhando sua tela, mas as redes são sociais
E eu meto marcha, faço da arte o engate, bora puxar o carro
Puxar o bonde, puxar o coro
Que o silêncio mata por dentro igual cigarro

Eles tiram sarro quando os nossos pedem socorro
Mas logo mudam o semblante pra sério
Quando vê nós dando rolê no SoHo (Pode crer)
Resistência não é quebrar nada, é ter postura, que pu'cês é rara
Querem o pior pra mim, eu resisto, depois vocês é que quebram a cara

Luto todo dia, preto é luto todo dia
Se eu não pego a minha caneta e junto rima e melodia
Luto todo dia, preta é luto todo dia
Mais um que se foi, quem avisa sua tia?

Essa filosofia branca que destrói
Entra na rede sanguínea e te corrói
Feliz quando me veem andando de Caloi
Preto fodido de carro, chamam de boy

Tem noção que a cada 23 minuto, uma mãe preta fica de luto?
Vidas que vão sem clemência ou tributo
Violência é o produto interno bruto (Literalmente)
Então eu repercuto, já tamo preso e eu quero meu indulto
Esculpo pérolas e não me desculpo
Ocupo mentes, por isso preocupo os puto

Quebrada não quer só curtida, também quer cultura
Se não abrir os olhos
Num futuro próximo, dívidas do passado virão na sua fatura
Porque nossa história sofreu uma fratura
Por interesse só de quem fatura
É a vez de ter menos de nós num
Reformatório e muito mais numa formatura

Poesia em forma pura e o argumento que informa cura
Aquela carta não salvou ninguém, cês tão confundindo Isabel e Sakura
Ainda somos todos alvos, nada mudou desde ""Estereótipo"", mano
E o mais embaçado é que quase nada mudou desde Holocausto Urbano

Vamos juntar, formar nosso plano, pleno, pra tomar a cena
Alterar o que eles chamam de sina, longe dos pino, livre das pena
O Leão de Judá caminha comigo, no meio da bagunça hedionda
Aprendi que o legado é eterno, então seja o mar, não a onda

Luto todo dia, preto é luto todo dia
Se eu não pego a minha caneta e junto rima e melodia
Luto todo dia, preta é luto todo dia
Mais um que se foi, quem avisa sua tia?

Essa filosofia branca que destrói
Entra na rede sanguínea e te corrói
Feliz quando me veem andando de Caloi
Preto fodido na quebrada não é boy

No...
No, no
Aay, ay
Yeah...
Eh",False,,,,,
Rashid,Superpoder,Tão Real - Temp. 1,"E aí, DJ Duh
Foco na missão
Todo santo dia...

Bato a poeira
Tipo espartano em mais uma segunda-feira
E minha meta é mais que encher a geladeira
Eu luto por melhora para a vida inteira

Antes do despertador eu já tô de pé
Mesmo se tiver mal, agradeço que é pra renovar a fé
Deixo a água ferver, dá pra sentir do quintal o cheiro de café
E só de olhar pra ela já evito que minha
Cabeça vire chaminé, tamo contra a maré

E lembro do ""Cotidiano"" de Chico Buarque, mestrão
Como os cara diz: Fé pra isso
Quero melhores soluções se a vida é a questão
E faço até o que não der pra isso
Sofrimento não, a gente não é pra isso
Ralamos antes e depois de achar serviço
Sei que um momento feliz é pura magia
Mas a felicidade é conquista, não feitiço

Bato a poeira
Tipo espartano em mais uma segunda-feira
E minha meta é mais que encher a geladeira
Eu luto por melhora para a vida inteira

Eu tô dando o sangue e ninguém me vê
Mas eu acredito, um dia vai virar
Dedicação é o meu superpoder, faço por você
Razão de querer ganhar

Eu tô dando o sangue e ninguém me vê
Mas eu acredito, um dia vai virar
Dedicação é o meu superpoder, faço por você
Razão de querer ganhar

A rotina dessa selva não é mole
É a boca de lobo, se deixar, te engole
Na busca do tesouro, prata e ouro
É o cálice da vida, mano, eu quero um gole

A gente vive nessa luta mundana
Difícil como pintar um quadro sem pincel
E o que sinto quando abraço quem me ama
É tipo: ""Deve ser assim que é chegar no céu!""
Amém!

Durmo tarde e acordo cedo por nós
Nenhum barulho cobre o tom da sua voz
Eu atravesso a cidade, garantindo nosso pão na sagacidade
E vejo poesia até no cimento do muro cinzento
Eu acredito em mim e o problema é seu se você não acredita
Tá chegando meu momento!

Nem sempre vem fácil assim
Pra quem quer, pode até demorar
Sigam-me os bons, entrego o melhor de mim

Eu tô dando o sangue e ninguém me vê
Mas eu acredito, um dia vai virar
Dedicação é o meu superpoder, faço por você
Razão de querer ganhar

Eu tô dando o sangue e ninguém me vê
Mas eu acredito, um dia vai virar
Dedicação é o meu superpoder, faço por você
Razão de querer ganhar",False,,,,,
